cmd,cond,mapping,phase,reason,success,t_ms,total_s,trial,type
,C2_STT_GAZE_YESNO,,,,,1765930289625,,2,trial_start
run_notepad,C2_STT_GAZE_YESNO,,,,,1765930294600,,2,stt_ok
,C2_STT_GAZE_YESNO,F10=YES(left) F11=NO(right),,,,1765930294608,,2,ask_yesno
,C2_STT_GAZE_YESNO,,wait_yesno,phase_not_do_task,,1765930309303,,2,done_ignored
,C2_STT_GAZE_YESNO,,,manual_stop,False,1765930312425,22.8,2,trial_end
