cmd,cond,mapping,phase,reason,success,t_ms,total_s,trial,type
,C2_STT_GAZE_YESNO,,,,,1765930661178,,11,trial_start
run_notepad,C2_STT_GAZE_YESNO,,,,,1765930666007,,11,stt_ok
,C2_STT_GAZE_YESNO,F10=YES(left) F11=NO(right),,,,1765930666067,,11,ask_yesno
,C2_STT_GAZE_YESNO,,wait_yesno,phase_not_do_task,,1765930681919,,11,done_ignored
,C2_STT_GAZE_YESNO,,,manual_stop,False,1765930682927,21.749,11,trial_end
