cmd,cond,mapping,phase,reason,success,t_ms,total_s,trial,type
,C2_STT_GAZE_YESNO,,,,,1765930361970,,4,trial_start
run_notepad,C2_STT_GAZE_YESNO,,,,,1765930366546,,4,stt_ok
,C2_STT_GAZE_YESNO,F10=YES(left) F11=NO(right),,,,1765930366610,,4,ask_yesno
,C2_STT_GAZE_YESNO,,wait_yesno,phase_not_do_task,,1765930386335,,4,done_ignored
,C2_STT_GAZE_YESNO,,,manual_stop,False,1765930388637,26.667,4,trial_end
