cmd,cond,mapping,phase,reason,success,t_ms,total_s,trial,type
,C2_STT_GAZE_YESNO,,,,,1765930326958,,3,trial_start
run_notepad,C2_STT_GAZE_YESNO,,,,,1765930331903,,3,stt_ok
,C2_STT_GAZE_YESNO,F10=YES(left) F11=NO(right),,,,1765930331913,,3,ask_yesno
,C2_STT_GAZE_YESNO,,wait_yesno,phase_not_do_task,,1765930351108,,3,done_ignored
,C2_STT_GAZE_YESNO,,,manual_stop,False,1765930352160,25.202,3,trial_end
